id:ID(KG),:LABEL,name,provided_by,source
GO:0031692,MolecularActivity,alpha-1B adrenergic receptor binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0031696,MolecularActivity,alpha-2C adrenergic receptor binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0031996,MolecularActivity,thioesterase binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0032795,MolecularActivity,heterotrimeric G-protein binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0051379,MolecularActivity,epinephrine binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0051380,MolecularActivity,norepinephrine binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0003676,MolecularActivity,nucleic acid binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0003714,MolecularActivity,transcription corepressor activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0003723,MolecularActivity,RNA binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0016922,MolecularActivity,nuclear receptor binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0019904,MolecularActivity,protein domain specific binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0032448,MolecularActivity,DNA hairpin binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0050682,MolecularActivity,AF-2 domain binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0061629,MolecularActivity,RNA polymerase II-specific DNA-binding transcription factor binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004672,MolecularActivity,protein kinase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004674,MolecularActivity,protein serine/threonine kinase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004712,MolecularActivity,protein serine/threonine/tyrosine kinase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005547,MolecularActivity,"phosphatidylinositol-3,4,5-trisphosphate binding",NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0016301,MolecularActivity,kinase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0016740,MolecularActivity,transferase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0019899,MolecularActivity,enzyme binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0019900,MolecularActivity,kinase binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0030235,MolecularActivity,nitric-oxide synthase regulator activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0030291,MolecularActivity,protein serine/threonine kinase inhibitor activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0043325,MolecularActivity,"phosphatidylinositol-3,4-bisphosphate binding",NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0071889,MolecularActivity,14-3-3 protein binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0099104,MolecularActivity,potassium channel activator activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0106310,MolecularActivity,protein serine kinase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:1904841,MolecularActivity,TORC2 complex binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0140677,MolecularActivity,molecular function activator activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004332,MolecularActivity,fructose-bisphosphate aldolase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0008092,MolecularActivity,cytoskeletal protein binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0015631,MolecularActivity,tubulin binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0045296,MolecularActivity,cadherin binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0070061,MolecularActivity,fructose binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0051117,MolecularActivity,ATPase binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0060090,MolecularActivity,molecular adaptor activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0061609,MolecularActivity,fructose-1-phosphate aldolase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004051,MolecularActivity,arachidonate 5-lipoxygenase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004052,MolecularActivity,arachidonate 12(S)-lipoxygenase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005506,MolecularActivity,iron ion binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0016701,MolecularActivity,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen",NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0016702,MolecularActivity,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0016787,MolecularActivity,hydrolase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0036403,MolecularActivity,arachidonate 8(S)-lipoxygenase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0051213,MolecularActivity,dioxygenase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005319,MolecularActivity,lipid transporter activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0008289,MolecularActivity,lipid binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0015485,MolecularActivity,cholesterol binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0001664,MolecularActivity,G protein-coupled receptor binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0003677,MolecularActivity,DNA binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0003682,MolecularActivity,chromatin binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004867,MolecularActivity,serine-type endopeptidase inhibitor activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005102,MolecularActivity,signaling receptor binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005109,MolecularActivity,frizzled binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005158,MolecularActivity,insulin receptor binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0008201,MolecularActivity,heparin binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0016504,MolecularActivity,peptidase activator activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0030414,MolecularActivity,peptidase inhibitor activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0030546,MolecularActivity,signaling receptor activator activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0030549,MolecularActivity,acetylcholine receptor activator activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0033130,MolecularActivity,acetylcholine receptor binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0034185,MolecularActivity,apolipoprotein binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0042056,MolecularActivity,chemoattractant activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0043395,MolecularActivity,heparan sulfate proteoglycan binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0046875,MolecularActivity,ephrin receptor binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0046914,MolecularActivity,transition metal ion binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0048018,MolecularActivity,receptor ligand activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0050750,MolecularActivity,low-density lipoprotein particle receptor binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0050786,MolecularActivity,RAGE receptor binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0051087,MolecularActivity,protein-folding chaperone binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0051425,MolecularActivity,PTB domain binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0070851,MolecularActivity,growth factor receptor binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0097645,MolecularActivity,amylin binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0120283,MolecularActivity,protein serine/threonine kinase binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:1904399,MolecularActivity,heparan sulfate binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004175,MolecularActivity,endopeptidase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004252,MolecularActivity,serine-type endopeptidase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0008233,MolecularActivity,peptidase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0008236,MolecularActivity,serine-type peptidase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0016811,MolecularActivity,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0003924,MolecularActivity,GTPase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005525,MolecularActivity,GTP binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0019003,MolecularActivity,GDP binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0000978,MolecularActivity,RNA polymerase II cis-regulatory region sequence-specific DNA binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0000981,MolecularActivity,"DNA-binding transcription factor activity, RNA polymerase II-specific",NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0000987,MolecularActivity,cis-regulatory region sequence-specific DNA binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0001228,MolecularActivity,"DNA-binding transcription activator activity, RNA polymerase II-specific",NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0003700,MolecularActivity,DNA-binding transcription factor activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004879,MolecularActivity,nuclear receptor activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0017162,MolecularActivity,aryl hydrocarbon receptor binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0043565,MolecularActivity,sequence-specific DNA binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:1990837,MolecularActivity,sequence-specific double-stranded DNA binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0003713,MolecularActivity,transcription coactivator activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004857,MolecularActivity,enzyme inhibitor activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005096,MolecularActivity,GTPase activator activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005159,MolecularActivity,insulin-like growth factor receptor binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0030674,MolecularActivity,protein-macromolecule adaptor activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0031625,MolecularActivity,ubiquitin protein ligase binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0031701,MolecularActivity,angiotensin receptor binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:1990763,MolecularActivity,arrestin family protein binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0000976,MolecularActivity,transcription cis-regulatory region binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0000977,MolecularActivity,RNA polymerase II transcription regulatory region sequence-specific DNA binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0008140,MolecularActivity,cAMP response element binding protein binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0035497,MolecularActivity,cAMP response element binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0043522,MolecularActivity,leucine zipper domain binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0140296,MolecularActivity,general transcription initiation factor binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0140297,MolecularActivity,DNA-binding transcription factor binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:1990841,MolecularActivity,promoter-specific chromatin binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005543,MolecularActivity,phospholipid binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0019903,MolecularActivity,protein phosphatase binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0140608,MolecularActivity,cysteine-type endopeptidase activator activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005179,MolecularActivity,hormone activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005198,MolecularActivity,structural molecule activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0008147,MolecularActivity,structural constituent of bone,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0046848,MolecularActivity,hydroxyapatite binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004082,MolecularActivity,bisphosphoglycerate mutase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004619,MolecularActivity,phosphoglycerate mutase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0016853,MolecularActivity,isomerase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0016868,MolecularActivity,intramolecular phosphotransferase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004946,MolecularActivity,bombesin receptor activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0008188,MolecularActivity,neuropeptide receptor activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0008528,MolecularActivity,G protein-coupled peptide receptor activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005216,MolecularActivity,monoatomic ion channel activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005245,MolecularActivity,voltage-gated calcium channel activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005262,MolecularActivity,calcium channel activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0008331,MolecularActivity,high voltage-gated calcium channel activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0051393,MolecularActivity,alpha-actinin binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0086007,MolecularActivity,voltage-gated calcium channel activity involved in cardiac muscle cell action potential,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0086056,MolecularActivity,voltage-gated calcium channel activity involved in AV node cell action potential,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005246,MolecularActivity,calcium channel regulator activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0017080,MolecularActivity,sodium channel regulator activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0019870,MolecularActivity,potassium channel inhibitor activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0043014,MolecularActivity,alpha-tubulin binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0044877,MolecularActivity,protein-containing complex binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0050998,MolecularActivity,nitric-oxide synthase binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0071253,MolecularActivity,connexin binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0008270,MolecularActivity,zinc ion binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004382,MolecularActivity,GDP phosphatase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0017110,MolecularActivity,nucleoside diphosphate phosphatase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0036384,MolecularActivity,CDP phosphatase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0043262,MolecularActivity,ADP phosphatase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0045134,MolecularActivity,UDP phosphatase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:1990003,MolecularActivity,IDP phosphatase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004860,MolecularActivity,protein kinase inhibitor activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004861,MolecularActivity,cyclin-dependent protein serine/threonine kinase inhibitor activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0140678,MolecularActivity,molecular function inhibitor activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0002039,MolecularActivity,p53 binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0019789,MolecularActivity,SUMO transferase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0051059,MolecularActivity,NF-kappaB binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0055104,MolecularActivity,ligase inhibitor activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0055105,MolecularActivity,ubiquitin-protein transferase inhibitor activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0097371,MolecularActivity,MDM2/MDM4 family protein binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0097718,MolecularActivity,disordered domain specific binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:1990948,MolecularActivity,ubiquitin ligase inhibitor activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0001163,MolecularActivity,RNA polymerase I transcription regulatory region sequence-specific DNA binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0031490,MolecularActivity,chromatin DNA binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0071837,MolecularActivity,HMG box domain binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0097677,MolecularActivity,STAT family protein binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004771,MolecularActivity,sterol ester esterase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004806,MolecularActivity,triacylglycerol lipase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0008126,MolecularActivity,acetylesterase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0050253,MolecularActivity,retinyl-palmitate esterase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0052689,MolecularActivity,carboxylic ester hydrolase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004713,MolecularActivity,protein tyrosine kinase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0001618,MolecularActivity,virus receptor activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004435,MolecularActivity,"phosphatidylinositol-4,5-bisphosphate phospholipase C activity",NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004950,MolecularActivity,chemokine receptor activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0015026,MolecularActivity,coreceptor activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0016493,MolecularActivity,C-C chemokine receptor activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0019957,MolecularActivity,C-C chemokine binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0071791,MolecularActivity,chemokine (C-C motif) ligand 5 binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004095,MolecularActivity,carnitine O-palmitoyltransferase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0016746,MolecularActivity,acyltransferase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0001223,MolecularActivity,transcription coactivator binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0030544,MolecularActivity,Hsp70 protein binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0035035,MolecularActivity,histone acetyltransferase binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0003690,MolecularActivity,double-stranded DNA binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0009881,MolecularActivity,photoreceptor activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0009882,MolecularActivity,blue light photoreceptor activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0019902,MolecularActivity,phosphatase binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0042826,MolecularActivity,histone deacetylase binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0070888,MolecularActivity,E-box binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0071949,MolecularActivity,FAD binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0003684,MolecularActivity,damaged DNA binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0003697,MolecularActivity,single-stranded DNA binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004864,MolecularActivity,protein phosphatase inhibitor activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005310,MolecularActivity,dicarboxylic acid transmembrane transporter activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0015116,MolecularActivity,sulfate transmembrane transporter activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0015117,MolecularActivity,thiosulfate transmembrane transporter activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0015131,MolecularActivity,oxaloacetate transmembrane transporter activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0015140,MolecularActivity,malate transmembrane transporter activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0015141,MolecularActivity,succinate transmembrane transporter activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0015291,MolecularActivity,secondary active transmembrane transporter activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0015297,MolecularActivity,antiporter activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0140319,MolecularActivity,receptor decoy activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004497,MolecularActivity,monooxygenase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004507,MolecularActivity,steroid 11-beta-monooxygenase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0016705,MolecularActivity,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0020037,MolecularActivity,heme binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0047783,MolecularActivity,corticosterone 18-monooxygenase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004509,MolecularActivity,steroid 21-monooxygenase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005496,MolecularActivity,steroid binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0008395,MolecularActivity,steroid hydroxylase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0103069,MolecularActivity,17-hydroxyprogesterone 21-hydroxylase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0106309,MolecularActivity,progesterone 21-hydroxylase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004143,MolecularActivity,ATP-dependent diacylglycerol kinase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0004697,MolecularActivity,diacylglycerol-dependent serine/threonine kinase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0030297,MolecularActivity,transmembrane receptor protein tyrosine kinase activator activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0030971,MolecularActivity,receptor tyrosine kinase binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0043274,MolecularActivity,phospholipase binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0047649,MolecularActivity,alkylglycerol kinase activity,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0071987,MolecularActivity,WD40-repeat domain binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0097602,MolecularActivity,cullin family protein binding,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
