id:ID(KG),:LABEL,name,provided_by,source
GO:0005758,CellularComponent,mitochondrial intermembrane space,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005819,CellularComponent,spindle,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005911,CellularComponent,cell-cell junction,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005938,CellularComponent,cell cortex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0030027,CellularComponent,lamellipodium,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0031982,CellularComponent,vesicle,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0032991,CellularComponent,protein-containing complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0036064,CellularComponent,ciliary basal body,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0098794,CellularComponent,postsynapse,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005769,CellularComponent,early endosome,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0032587,CellularComponent,ruffle membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005576,CellularComponent,extracellular region,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005615,CellularComponent,extracellular space,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0031093,CellularComponent,platelet alpha granule lumen,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0031430,CellularComponent,M band,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0031674,CellularComponent,I band,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0034774,CellularComponent,secretory granule lumen,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0061827,CellularComponent,sperm head,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:1904724,CellularComponent,tertiary granule lumen,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:1904813,CellularComponent,ficolin-1-rich granule lumen,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005815,CellularComponent,microtubule organizing center,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005856,CellularComponent,cytoskeleton,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005635,CellularComponent,nuclear envelope,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005641,CellularComponent,nuclear envelope lumen,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0016363,CellularComponent,nuclear matrix,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0031965,CellularComponent,nuclear membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0048471,CellularComponent,perinuclear region of cytoplasm,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0022626,CellularComponent,cytosolic ribosome,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005743,CellularComponent,mitochondrial inner membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005764,CellularComponent,lysosome,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005768,CellularComponent,endosome,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005783,CellularComponent,endoplasmic reticulum,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005788,CellularComponent,endoplasmic reticulum lumen,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005794,CellularComponent,Golgi apparatus,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005796,CellularComponent,Golgi lumen,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005798,CellularComponent,Golgi-associated vesicle,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0009986,CellularComponent,cell surface,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0030426,CellularComponent,growth cone,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0031091,CellularComponent,platelet alpha granule,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0031901,CellularComponent,early endosome membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0031904,CellularComponent,endosome lumen,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0032588,CellularComponent,trans-Golgi network membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0034361,CellularComponent,very-low-density lipoprotein particle,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0034362,CellularComponent,low-density lipoprotein particle,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0034363,CellularComponent,intermediate-density lipoprotein particle,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0034364,CellularComponent,high-density lipoprotein particle,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0043005,CellularComponent,neuron projection,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0043083,CellularComponent,synaptic cleft,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0043197,CellularComponent,dendritic spine,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0043198,CellularComponent,dendritic shaft,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0043204,CellularComponent,perikaryon,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0044297,CellularComponent,cell body,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0044304,CellularComponent,main axon,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0055037,CellularComponent,recycling endosome,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0070381,CellularComponent,endosome to plasma membrane transport vesicle,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0097449,CellularComponent,astrocyte projection,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0098793,CellularComponent,presynapse,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0098992,CellularComponent,neuronal dense core vesicle,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0106003,CellularComponent,amyloid-beta complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:1990761,CellularComponent,growth cone lamellipodium,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:1990777,CellularComponent,lipoprotein particle,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:1990812,CellularComponent,growth cone filopodium,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0030141,CellularComponent,secretory granule,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005730,CellularComponent,nucleolus,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005813,CellularComponent,centrosome,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0015630,CellularComponent,microtubule cytoskeleton,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0016328,CellularComponent,lateral plasma membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005667,CellularComponent,transcription regulator complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0016604,CellularComponent,nuclear body,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0034751,CellularComponent,aryl hydrocarbon receptor complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0034753,CellularComponent,nuclear aryl hydrocarbon receptor complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0090575,CellularComponent,RNA polymerase II transcription regulator complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0000139,CellularComponent,Golgi membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005765,CellularComponent,lysosomal membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005929,CellularComponent,cilium,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0030659,CellularComponent,cytoplasmic vesicle membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0030666,CellularComponent,endocytic vesicle membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0032590,CellularComponent,dendrite membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0034399,CellularComponent,nuclear periphery,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:1990037,CellularComponent,Lewy body core,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:1990589,CellularComponent,ATF4-CREB1 transcription factor complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:1990590,CellularComponent,ATF1-ATF4 transcription factor complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:1990617,CellularComponent,CHOP-ATF4 complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0097138,CellularComponent,BAD-BCL-2 complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005891,CellularComponent,voltage-gated calcium channel complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0030315,CellularComponent,T-tubule,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0034702,CellularComponent,monoatomic ion channel complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0042383,CellularComponent,sarcolemma,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:1990454,CellularComponent,L-type voltage-gated calcium channel complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0014704,CellularComponent,intercalated disc,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0016010,CellularComponent,dystrophin-associated glycoprotein complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0031594,CellularComponent,neuromuscular junction,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0035985,CellularComponent,senescence-associated heterochromatin focus,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0036488,CellularComponent,CHOP-C/EBP complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0009897,CellularComponent,external side of plasma membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0000791,CellularComponent,euchromatin,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0045334,CellularComponent,clathrin-coated endocytic vesicle,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0098636,CellularComponent,protein complex involved in cell adhesion,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005789,CellularComponent,endoplasmic reticulum membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0012506,CellularComponent,vesicle membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0000781,CellularComponent,"chromosome, telomeric region",NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0031464,CellularComponent,Cul4A-RING E3 ubiquitin ligase complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0031465,CellularComponent,Cul4B-RING E3 ubiquitin ligase complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0035861,CellularComponent,site of double-strand break,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0080008,CellularComponent,Cul4-RING E3 ubiquitin ligase complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0045254,CellularComponent,pyruvate dehydrogenase complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0001669,CellularComponent,acrosomal vesicle,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0031514,CellularComponent,motile cilium,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0043159,CellularComponent,acrosomal matrix,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0045252,CellularComponent,oxoglutarate dehydrogenase complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0160157,CellularComponent,branched-chain alpha-ketoacid dehydrogenase complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0160167,CellularComponent,oxoadipate dehydrogenase complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0000015,CellularComponent,phosphopyruvate hydratase complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005640,CellularComponent,nuclear outer membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0001917,CellularComponent,photoreceptor inner segment,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0097060,CellularComponent,synaptic membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0000123,CellularComponent,histone acetyltransferase complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005694,CellularComponent,chromosome,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0032993,CellularComponent,protein-DNA complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0042470,CellularComponent,melanosome,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0042587,CellularComponent,glycogen granule,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0001527,CellularComponent,microfibril,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005604,CellularComponent,basement membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0031012,CellularComponent,extracellular matrix,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0030133,CellularComponent,transport vesicle,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0012505,CellularComponent,endomembrane system,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0016605,CellularComponent,PML body,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0031931,CellularComponent,TORC1 complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0031932,CellularComponent,TORC2 complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0045335,CellularComponent,phagocytic vesicle,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0009898,CellularComponent,cytoplasmic side of plasma membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0031090,CellularComponent,organelle membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0035577,CellularComponent,azurophil granule membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0043202,CellularComponent,lysosomal lumen,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0070821,CellularComponent,tertiary granule membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0101003,CellularComponent,ficolin-1-rich granule membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0120282,CellularComponent,autolysosome lumen,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005811,CellularComponent,lipid droplet,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0097452,CellularComponent,GAIT complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:1990904,CellularComponent,ribonucleoprotein complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0000124,CellularComponent,SAGA complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0033276,CellularComponent,transcription factor TFTC complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0072686,CellularComponent,mitotic spindle,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0140672,CellularComponent,ATAC complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005960,CellularComponent,glycine cleavage complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0070195,CellularComponent,growth hormone receptor complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0001750,CellularComponent,photoreceptor outer segment,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005834,CellularComponent,heterotrimeric G-protein complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0099524,CellularComponent,postsynaptic cytosol,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0001726,CellularComponent,ruffle,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0030877,CellularComponent,beta-catenin destruction complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0097440,CellularComponent,apical dendrite,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:1990635,CellularComponent,proximal dendrite,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:1990909,CellularComponent,Wnt signalosome,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0016234,CellularComponent,inclusion body,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:1904115,CellularComponent,axon cytoplasm,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0016529,CellularComponent,sarcoplasmic reticulum,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0010008,CellularComponent,endosome membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0012507,CellularComponent,ER to Golgi transport vesicle membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0030658,CellularComponent,transport vesicle membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0030669,CellularComponent,clathrin-coated endocytic vesicle membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0031902,CellularComponent,late endosome membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0042613,CellularComponent,MHC class II protein complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0098553,CellularComponent,lumenal side of endoplasmic reticulum membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0001772,CellularComponent,immunological synapse,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005882,CellularComponent,intermediate filament,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0120281,CellularComponent,autolysosome membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005777,CellularComponent,peroxisome,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005782,CellularComponent,peroxisomal matrix,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0016942,CellularComponent,insulin-like growth factor binding protein complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0035867,CellularComponent,alphav-beta3 integrin-IGF-1-IGF1R complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0042567,CellularComponent,insulin-like growth factor ternary complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0070382,CellularComponent,exocytic vesicle,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0099013,CellularComponent,neuronal dense core vesicle lumen,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005893,CellularComponent,interleukin-2 receptor complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005896,CellularComponent,interleukin-6 receptor complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0033116,CellularComponent,endoplasmic reticulum-Golgi intermediate compartment membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005770,CellularComponent,late endosome,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005899,CellularComponent,insulin receptor complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0031981,CellularComponent,nuclear lumen,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0043231,CellularComponent,intracellular membrane-bounded organelle,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005638,CellularComponent,lamin filament,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0008076,CellularComponent,voltage-gated potassium channel complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0098981,CellularComponent,cholinergic synapse,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0099634,CellularComponent,postsynaptic specialization membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0008282,CellularComponent,inward rectifying potassium channel,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0034705,CellularComponent,potassium channel complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0045177,CellularComponent,apical part of cell,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0045178,CellularComponent,basal part of cell,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0097546,CellularComponent,ciliary base,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0098576,CellularComponent,lumenal side of membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:1990794,CellularComponent,basolateral part of cell,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0000421,CellularComponent,autophagosome membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005802,CellularComponent,trans-Golgi network,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0030670,CellularComponent,phagocytic vesicle membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0031088,CellularComponent,platelet dense granule membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0044754,CellularComponent,autolysosome,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0061742,CellularComponent,chaperone-mediated autophagy translocation complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0098857,CellularComponent,membrane microdomain,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0035686,CellularComponent,sperm fibrous sheath,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0005652,CellularComponent,nuclear lamina,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0032154,CellularComponent,cleavage furrow,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0035097,CellularComponent,histone methyltransferase complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0033256,CellularComponent,I-kappaB/NF-kappaB complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0033257,CellularComponent,Bcl3/NF-kappaB2 complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0043226,CellularComponent,organelle,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0032059,CellularComponent,bleb,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0000151,CellularComponent,ubiquitin ligase complex,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0008021,CellularComponent,synaptic vesicle,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0016235,CellularComponent,aggresome,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0030672,CellularComponent,synaptic vesicle membrane,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
GO:0043195,CellularComponent,terminal bouton,NCBI:Gene2GO,Gene Ontology via NCBI gene2go
